source,target,sign
49,7186,1
49,4084,1
49,3865,1
49,1376,1
49,1075,1
49,12779,-1
49,272,-1
49,1416,-1
49,1425,1
49,3519,1
49,2939,1
49,4617,1
49,1441,1
49,1443,1
49,1985,1
49,5712,-1
49,16173,1
49,2370,1
49,4644,-1
49,16174,-1
49,1466,-1
49,3871,1
49,1477,1
49,5715,-1
49,1489,-1
49,2576,-1
49,3269,1
49,1501,1
49,316,-1
49,2955,1
49,2957,1
49,14825,1
49,325,1
49,9584,1
49,1534,-1
49,1536,-1
49,3246,1
49,16175,1
49,2962,1
49,1546,-1
49,343,1
49,13962,1
49,8622,-1
49,4721,1
49,2214,1
49,10546,1
49,1570,1
49,11572,1
49,2979,1
49,1598,1
49,11037,1
49,3435,-1
49,3373,1
49,16176,1
49,1646,1
49,14737,-1
49,1667,1
49,11039,1
49,16177,1
49,3010,-1
49,16178,1
49,16179,1
49,14834,1
49,6576,1
49,15304,-1
49,12921,1
49,12922,1
49,12096,-1
49,16180,1
49,4855,1
49,1726,1
49,8756,-1
49,16181,1
49,3033,1
49,2032,1
49,16182,-1
49,9737,1
49,3306,1
49,13827,1
49,6754,-1
49,5818,1
49,8075,1
49,16183,1
49,2039,1
49,16184,-1
49,11620,1
49,504,1
49,2388,1
49,3066,1
49,10927,-1
49,16185,-1
49,3588,1
49,16186,1
49,16187,1
49,11922,-1
49,6267,-1
49,10694,1
49,16188,1
49,3112,-1
49,16189,-1
49,3125,1
49,12127,1
49,16190,-1
49,3132,1
49,12982,1
49,16191,1
49,9216,1
49,11591,1
49,16192,-1
49,16193,-1
49,16194,1
49,16195,1
49,3173,1
49,13767,1
49,16196,1
49,16197,1
49,16198,1
49,16199,1
49,16200,-1
49,11668,-1
49,587,-1
49,16201,1
49,16202,1
49,16203,-1
49,16204,1
49,16205,1
49,16206,-1
49,16207,-1
49,16208,-1
49,16209,1
49,625,1
49,16210,1
49,13147,1
49,5335,1
49,3491,-1
49,2350,-1
49,1051,-1
49,52,-1
49,5836,-1
49,53,-1
49,54,-1
49,56,-1
49,2889,-1
49,61,-1
49,1172,-1
49,5400,1
49,1177,-1
49,1178,-1
49,73,-1
49,6320,-1
49,3497,-1
49,2351,-1
49,83,-1
49,1192,-1
49,1193,-1
49,9785,-1
49,20019,-1
49,87,-1
49,1942,-1
49,92,-1
49,1944,-1
49,102,-1
49,22135,-1
49,1196,-1
49,6727,-1
49,2621,-1
49,4445,1
49,109,-1
49,110,-1
49,1207,-1
49,1209,-1
49,3294,-1
49,1058,-1
49,116,1
49,1218,-1
49,1950,1
49,126,-1
49,1059,-1
49,127,-1
49,4054,-1
50,3421,1
50,2737,1
50,6186,1
50,1130,1
50,2738,1
50,2256,1
50,1134,1
50,1135,1
50,5832,1
50,1928,1
50,1142,1
50,3257,1
50,2257,1
50,1151,1
50,1153,1
50,3582,1
50,1154,1
50,1156,1
50,4409,1
50,4411,1
50,1159,1
50,6928,1
50,16331,1
50,16332,1
50,1119,1
50,1122,1
50,1924,1
50,1125,1
50,4395,1
50,2833,1
50,1050,1
50,2549,1
50,51,1
50,1162,1
50,2888,1
50,53,1
50,1165,1
50,1167,1
50,1169,1
50,2550,1
50,1053,1
50,61,1
50,3473,1
50,1177,1
50,69,1
50,70,1
50,73,1
50,76,1
50,79,1
50,1181,1
50,80,1
50,2618,1
50,1055,1
50,1190,1
50,82,1
50,83,1
50,4435,1
50,2265,1
50,89,1
50,94,1
50,96,1
50,97,1
50,2185,1
50,98,1
50,2620,1
50,3733,1
50,2266,1
50,103,1
50,1198,1
50,105,1
50,2623,1
50,109,1
50,1207,1
50,1209,1
50,1058,1
50,1215,1
50,117,1
50,1059,1
50,127,1
50,1222,1
50,1223,1
50,128,1
50,2901,1
50,2268,1
50,4456,1
50,134,1
50,143,1
50,1252,1
50,5989,1
50,152,1
50,155,1
50,11718,1
50,4470,1
50,156,1
50,157,1
50,158,1
50,165,1
50,5533,1
50,8488,1
50,167,1
50,3507,1
50,2358,1
50,3739,1
50,177,1
50,180,1
50,183,1
50,2628,1
50,187,1
50,4503,1
50,1068,1
50,192,1
50,194,1
50,195,1
50,3510,1
50,2913,1
50,3742,1
50,201,1
50,1069,1
50,4521,1
50,211,1
50,214,1
50,215,1
50,217,1
50,4528,-1
50,1070,1
50,1072,1
50,225,1
50,227,1
50,1074,1
50,230,1
50,233,1
50,2273,1
50,2923,1
50,1375,1
50,7531,1
50,2636,1
50,252,1
50,1378,1
50,1383,1
50,1076,1
50,254,1
50,4589,1
50,12756,1
50,259,1
50,268,1
50,2573,1
50,8534,1
50,4091,1
50,285,1
50,4093,1
50,4645,1
50,1466,1
50,1080,1
50,2946,1
50,9211,1
50,1993,1
50,2950,1
50,2951,1
50,312,1
50,313,1
50,317,1
50,323,1
50,325,1
50,3662,1
50,4710,1
50,16333,1
50,3878,1
50,3664,1
50,1591,1
50,379,1
50,4211,1
50,1649,1
50,2381,1
50,390,1
50,5545,1
50,1655,1
50,2775,1
50,10742,1
50,1656,1
50,4105,1
50,4107,1
50,398,1
50,399,1
50,4108,1
50,403,1
50,1658,1
50,409,1
50,410,1
50,412,1
50,9299,1
50,4109,1
50,8009,1
50,4110,1
50,414,1
50,418,1
50,6849,1
50,421,1
50,423,1
50,424,1
50,426,1
50,10551,1
50,4113,1
50,4114,1
50,4115,1
50,428,1
50,429,1
50,430,1
50,4008,1
50,4850,1
50,9598,1
50,3756,1
50,457,1
50,2223,1
50,2655,1
50,3286,1
50,9400,1
50,6694,-1
50,465,-1
50,3681,1
50,4879,1
50,2227,-1
50,3039,1
50,471,1
50,3040,1
50,2228,1
50,16334,1
50,2039,1
50,4121,1
50,491,1
50,493,1
50,497,1
50,498,1
50,2040,1
50,4122,1
50,502,1
50,8811,1
50,506,1
50,513,1
50,4908,1
50,3540,1
50,521,1
50,522,1
50,529,1
50,531,1
50,532,1
50,533,1
50,4941,1
50,4956,1
50,2061,1
50,570,-1
50,4998,1
50,1863,1
50,572,1
50,3763,1
50,5017,1
50,585,1
50,4141,1
50,598,1
50,2065,1
50,5687,1
50,3552,1
50,1884,1
50,612,1
50,10905,1
50,1886,1
50,619,-1
50,623,-1
50,645,1
50,5138,1
50,12767,1
50,658,-1
50,5155,1
50,664,-1
50,665,-1
50,667,-1
50,14165,-1
50,675,-1
50,9267,1
50,5234,1
50,5587,1
50,16335,1
50,9476,1
50,1903,1
50,4178,1
50,16336,1
50,912,1
50,916,1
50,6871,1
50,13293,1
50,959,1
50,4193,1
50,16337,1
50,979,1
50,9483,1
50,16338,1
50,1166,1
50,1054,1
50,71,1
50,1937,1
50,75,1
50,10700,1
50,1183,1
50,2619,1
50,2430,1
50,2753,1
50,1940,1
50,6961,1
50,91,1
50,93,1
50,95,-1
50,8467,1
50,22757,1
50,110,-1
50,3859,1
51,2261,1
51,3239,1
51,1120,1
51,2737,1
51,1924,1
51,5684,1
51,2615,-1
51,4393,1
51,2738,1
51,3489,1
51,4394,1
51,8447,1
51,1020,-1
51,1139,1
51,2262,1
51,8450,1
51,2178,1
51,2427,1
51,3257,1
51,1149,1
51,1152,1
51,1153,1
51,9226,-1
51,1931,1
51,2885,1
51,6936,1
51,1125,1
51,2180,1
51,51,1
51,1162,1
51,53,1
51,56,1
51,58,1
51,1166,1
51,1052,1
51,65,-1
51,67,1
51,1177,1
51,74,1
51,2264,1
51,75,1
51,1181,1
51,80,1
51,2618,1
51,1185,1
51,1190,1
51,90,1
51,94,1
51,96,1
51,97,1
51,1198,1
51,2525,1
51,1207,1
51,4450,1
51,1058,1
51,124,1
51,127,1
51,3735,1
51,143,1
51,1252,1
51,3607,1
51,1258,1
51,5989,1
51,150,-1
51,1268,1
51,2433,1
51,161,1
51,5533,1
51,3794,-1
51,2358,1
51,2196,-1
51,1297,1
51,189,1
51,194,1
51,5648,-1
51,201,1
51,4519,1
51,1327,1
51,4521,1
51,211,1
51,2271,1
51,214,1
51,4079,1
51,2915,1
51,2272,1
51,246,1
51,1378,1
51,1383,1
51,1396,1
51,1408,1
51,283,1
51,285,1
51,9576,-1
51,2277,1
51,4633,-1
51,4094,1
51,5713,-1
51,3872,1
51,1502,1
51,341,1
51,2538,1
51,16351,-1
51,16352,-1
51,16301,-1
51,8653,1
51,2011,-1
51,374,-1
51,2284,1
51,12903,-1
51,4211,1
51,4805,1
51,5543,1
51,5544,1
51,5545,1
51,2775,1
51,1656,1
51,10743,1
51,403,1
51,1658,1
51,405,1
51,409,1
51,413,1
51,5548,1
51,6848,1
51,424,1
51,4114,1
51,4115,1
51,2776,1
51,434,1
51,435,1
51,436,1
51,1663,1
51,8701,1
51,16353,-1
51,16354,-1
51,4859,1
51,2223,1
51,3681,1
51,2032,1
51,471,1
51,2228,1
51,485,1
51,497,1
51,506,1
51,9615,-1
51,3540,1
51,521,1
51,4128,1
51,532,1
51,16355,-1
51,16356,-1
51,16357,-1
51,16358,-1
51,16359,-1
51,16360,-1
51,16361,-1
51,16362,-1
51,4956,1
51,559,-1
51,16363,-1
51,561,-1
51,3173,-1
51,3847,-1
51,564,-1
51,13020,-1
51,570,-1
51,572,1
51,580,-1
51,5017,1
51,603,1
51,605,1
51,16364,-1
51,610,1
51,1886,1
51,16365,-1
51,9218,-1
51,10961,-1
51,16366,-1
51,2335,1
51,637,-1
51,16367,-1
51,10969,-1
51,16368,-1
51,666,-1
51,14165,-1
51,16369,-1
51,678,-1
51,10472,-1
51,16370,-1
51,2336,-1
51,14288,-1
51,16371,-1
51,16372,-1
51,16373,-1
51,2109,-1
51,16374,-1
51,2247,-1
51,16375,-1
51,14790,-1
51,13129,-1
51,5259,-1
51,12443,-1
51,12444,-1
51,739,-1
51,10760,-1
51,16376,-1
51,14385,-1
51,3226,-1
51,3458,-1
51,2251,-1
51,6168,-1
51,15212,-1
51,10761,-1
51,16377,-1
51,16378,-1
51,16379,-1
51,16380,-1
51,16381,-1
51,16382,-1
51,16383,-1
51,768,-1
51,5598,1
51,16384,-1
51,5601,1
51,5602,1
51,5604,1
51,5610,1
51,16385,1
51,16386,1
51,912,1
51,4193,1
51,54,1
51,4417,1
51,59,1
51,6513,1
51,5698,1
51,61,-1
51,18656,1
51,5400,1
51,3494,1
51,3643,1
51,6801,1
51,66,1
51,1175,1
51,69,1
51,70,1
51,13988,1
51,1054,1
51,71,1
51,1938,1
51,5840,1
51,76,1
51,11432,1
51,10700,1
51,79,1
51,5841,1
51,6955,1
51,4427,1
51,2617,1
51,4429,1
51,4431,1
51,1056,1
51,2430,1
51,4432,1
51,82,1
51,2753,1
51,83,1
51,4073,1
51,8399,1
51,86,1
51,87,1
51,88,1
51,89,1
51,4208,1
51,91,1
51,92,1
51,93,1
51,99,1
51,100,1
51,101,1
51,103,1
51,105,1
51,110,-1
51,111,1
51,3498,1
51,1057,1
51,4372,1
51,9566,1
51,123,1
51,126,-1
51,3646,1
51,4453,1
51,2267,1
51,1063,1
51,2755,1
52,1016,1
52,1115,1
52,1117,1
52,4201,1
52,2737,1
52,1122,1
52,2177,1
52,2347,1
52,2547,1
52,1130,1
52,2738,1
52,3489,1
52,1135,1
52,1136,1
52,1017,1
52,5707,1
52,1048,1
52,4069,1
52,2880,1
52,2180,-1
52,1152,1
52,14360,-1
52,3582,1
52,4410,1
52,4411,1
52,2524,1
52,1158,1
52,1160,1
52,16330,1
52,1161,1
52,1051,1
52,6939,1
52,1932,1
52,1119,-1
52,1123,1
52,1127,1
52,1132,1
52,1139,-1
52,2548,1
52,2882,-1
52,1153,-1
52,52,1
52,3492,1
52,1165,1
52,1052,1
52,1168,1
52,1170,1
52,2890,1
52,1179,1
52,76,1
52,80,-1
52,1188,1
52,1191,1
52,81,1
52,104,-1
52,2621,1
52,1205,1
52,109,1
52,110,-1
52,1209,1
52,2352,1
52,1058,1
52,3283,1
52,2186,1
52,126,1
52,1059,1
52,1221,1
52,2188,1
52,1060,1
52,1061,1
52,6556,1
52,130,1
52,1238,1
52,1906,1
52,1242,1
52,6322,1
52,142,1
52,144,1
52,149,1
52,1253,1
52,1257,-1
52,2356,1
52,150,-1
52,4469,1
52,4222,1
52,5708,1
52,161,1
52,175,1
52,2197,1
52,178,1
52,1293,1
52,1295,1
52,1296,1
52,2628,1
52,1300,1
52,1303,1
52,190,1
52,1308,1
52,1315,1
52,199,1
52,1319,1
52,11025,1
52,201,1
52,16595,1
52,2360,1
52,1069,-1
52,3353,1
52,214,1
52,9715,1
52,2914,1
52,1335,1
52,2272,1
52,2361,1
52,2560,-1
52,1338,1
52,2563,1
52,223,1
52,1368,1
52,249,1
52,6416,1
52,1379,1
52,1386,1
52,1389,1
52,257,1
52,1397,1
52,6563,-1
52,1401,1
52,2572,1
52,1407,1
52,1410,1
52,2205,1
52,274,-1
52,1420,1
52,275,1
52,3520,1
52,1437,1
52,4620,1
52,1445,1
52,4631,1
52,3356,1
52,4637,1
52,1465,1
52,2370,-1
52,1993,-1
52,1491,1
52,1493,1
52,2577,1
52,307,1
52,308,1
52,3359,1
52,1502,1
52,14833,1
52,1507,-1
52,4243,1
52,3300,1
52,1511,1
52,5718,-1
52,1515,-1
52,2954,1
52,1517,1
52,317,1
52,4696,1
52,329,1
52,1536,-1
52,341,1
52,1547,1
52,2213,1
52,1557,1
52,2970,-1
52,2812,1
52,1561,1
52,1571,1
52,1572,1
52,354,1
52,2979,-1
52,2587,1
52,2380,1
52,3435,1
52,9386,1
52,1634,1
52,10741,-1
52,386,1
52,4117,1
52,2020,-1
52,5724,1
52,1693,1
52,9304,1
52,10746,-1
52,9595,-1
52,3033,-1
52,3043,-1
52,2036,1
52,16596,1
52,14709,1
52,6586,-1
52,3067,-1
52,1788,-1
52,11057,1
52,3072,-1
52,10348,1
52,4283,1
52,3084,-1
52,2394,-1
52,2395,-1
52,3101,-1
52,3105,-1
52,9239,-1
52,16597,-1
52,10694,-1
52,6360,-1
52,3113,-1
52,6607,-1
52,3123,-1
52,2400,-1
52,2853,-1
52,16598,-1
52,13896,1
52,16599,-1
52,11649,-1
52,5822,-1
52,8898,1
52,16600,-1
52,11936,-1
52,16601,-1
52,16602,-1
52,3140,-1
52,3141,-1
52,16603,-1
52,16604,-1
52,9637,-1
52,13901,-1
52,16100,-1
52,10603,-1
52,3149,-1
52,16605,-1
52,2798,-1
52,3162,-1
52,3164,-1
52,16606,-1
52,3166,-1
52,561,-1
52,3173,-1
52,16607,-1
52,16608,1
52,16609,1
52,3288,1
52,5582,-1
52,700,-1
52,16610,-1
52,53,-1
52,5837,1
52,2889,1
52,61,1
52,4422,1
52,19190,1
52,63,1
52,3643,1
52,3422,1
52,1177,1
52,11432,1
52,79,1
52,4427,1
52,1183,1
52,1185,1
52,6803,1
52,5843,1
52,92,1
52,3713,1
52,96,1
52,99,1
52,100,1
52,1196,-1
52,103,1
52,4442,1
52,4444,1
52,105,1
52,1202,1
52,106,1
52,107,1
52,1948,1
52,1213,1
52,3258,1
52,2353,1
52,122,1
52,123,1
52,1225,1
52,1063,1
52,2755,1
53,1047,1
53,1016,-1
53,1116,1
53,1118,-1
53,1119,1
53,3782,1
53,2737,1
53,1122,1
53,5684,1
53,4392,1
53,2347,1
53,1130,1
53,4393,1
53,2738,1
53,4394,1
53,3293,1
53,2256,-1
53,4395,1
53,1132,-1
53,1134,-1
53,1135,1
53,2348,1
53,1136,-1
53,1139,1
53,4397,1
53,1142,1
53,1143,1
53,11694,1
53,2427,-1
53,3257,1
53,4069,1
53,12188,1
53,1152,1
53,1153,1
53,3582,1
53,4406,1
53,4408,1
53,4409,1
53,1159,1
53,6928,1
53,3491,1
53,2350,1
53,5751,1
53,5835,-1
53,2887,-1
53,16855,1
53,1008,-1
53,2847,-1
53,3282,-1
53,3420,-1
53,3488,-1
53,4207,-1
53,4369,-1
53,2547,-1
53,2262,-1
53,4398,-1
53,2879,-1
53,1147,-1
53,1026,-1
53,6677,-1
53,12858,-1
53,2833,-1
53,2180,-1
53,14189,-1
53,3641,-1
53,6913,-1
53,3728,-1
53,1156,-1
53,4071,-1
53,1162,1
53,53,1
53,54,1
53,1165,1
53,56,1
53,2889,1
53,58,-1
53,1166,-1
53,4417,1
53,4419,-1
53,2890,-1
53,61,-1
53,62,-1
53,3493,-1
53,2892,-1
53,6514,-1
53,12189,-1
53,6455,-1
53,3643,-1
53,64,-1
53,1936,-1
53,66,-1
53,6953,-1
53,1175,1
53,67,1
53,1177,1
53,69,1
53,70,1
53,1178,-1
53,71,-1
53,73,1
53,1179,1
53,74,1
53,75,-1
53,76,1
53,4424,-1
53,77,1
53,1180,1
53,1181,-1
53,80,1
53,2616,1
53,2618,1
53,2184,-1
53,1185,1
53,1056,-1
53,1188,-1
53,6802,-1
53,3497,-1
53,81,-1
53,2351,-1
53,82,1
53,84,-1
53,1192,-1
53,8399,-1
53,88,1
53,4435,-1
53,6961,-1
53,4437,-1
53,89,1
53,90,1
53,1942,1
53,91,1
53,92,1
53,93,1
53,94,1
53,96,1
53,97,-1
53,2620,1
53,99,1
53,2266,-1
53,100,1
53,101,1
53,102,-1
53,104,-1
53,106,-1
53,1203,1
53,110,-1
53,4448,-1
53,3498,-1
53,113,-1
53,8469,-1
53,1949,-1
53,1057,-1
53,1058,1
53,1217,-1
53,2186,-1
53,117,-1
53,1219,-1
53,6971,-1
53,121,-1
53,123,1
53,124,-1
53,125,1
53,126,-1
53,1059,-1
53,127,-1
53,4453,-1
53,2552,-1
53,6978,-1
53,1224,-1
53,2901,-1
53,2267,1
53,3735,-1
53,3789,-1
53,1225,-1
53,1234,-1
53,3424,-1
53,132,1
53,2268,-1
53,133,-1
53,3633,-1
53,4456,-1
53,5851,-1
53,16856,-1
53,134,-1
53,1240,1
53,9364,-1
53,137,-1
53,138,-1
53,5852,-1
53,1243,-1
53,139,1
53,1244,-1
53,2355,-1
53,2191,-1
53,142,1
53,143,1
53,1953,-1
53,15021,-1
53,2192,-1
53,145,1
53,146,-1
53,1955,-1
53,147,1
53,148,-1
53,3791,-1
53,3607,-1
53,1254,-1
53,1258,1
53,5989,1
53,150,-1
53,151,1
53,152,1
53,155,1
53,156,1
53,157,1
53,158,1
53,161,1
53,163,-1
53,1272,1
53,1066,-1
53,165,1
53,1275,1
53,2759,1
53,16857,-1
53,8487,-1
53,1278,-1
53,3794,-1
53,16858,-1
53,167,1
53,3506,-1
53,3507,-1
53,2528,-1
53,5998,-1
53,1282,-1
53,2196,-1
53,171,1
53,172,1
53,2197,-1
53,4078,-1
53,3796,-1
53,3739,-1
53,1908,-1
53,1290,-1
53,177,1
53,1292,-1
53,4491,-1
53,180,-1
53,4492,-1
53,1294,1
53,4493,1
53,5899,-1
53,5900,-1
53,5905,-1
53,184,-1
53,185,1
53,4496,-1
53,186,1
53,2628,1
53,4499,-1
53,1962,-1
53,187,1
53,188,-1
53,1301,1
53,189,1
53,1303,1
53,1305,-1
53,1307,-1
53,192,1
53,193,-1
53,194,1
53,2359,-1
53,7075,-1
53,198,-1
53,4511,-1
53,4513,-1
53,1317,-1
53,199,1
53,1320,-1
53,4516,-1
53,2913,-1
53,3742,-1
53,16859,-1
53,7107,-1
53,201,1
53,2360,-1
53,207,-1
53,1328,-1
53,16860,-1
53,208,-1
53,4522,-1
53,210,1
53,211,1
53,9714,-1
53,2271,1
53,214,1
53,215,1
53,217,1
53,1967,-1
53,2560,-1
53,4534,-1
53,219,1
53,6562,-1
53,220,1
53,1072,-1
53,221,-1
53,2199,-1
53,223,1
53,12070,-1
53,1345,-1
53,226,1
53,227,1
53,16861,-1
53,1074,-1
53,1355,-1
53,6206,-1
53,1357,-1
53,230,1
53,3428,1
53,233,1
53,3655,-1
53,4553,-1
53,7265,-1
53,237,-1
53,5534,-1
53,238,1
53,7351,-1
53,7363,-1
53,4560,-1
53,7409,-1
53,241,1
53,4562,-1
53,242,-1
53,7457,-1
53,243,-1
53,245,1
53,2926,-1
53,2274,-1
53,246,1
53,247,1
53,5937,-1
53,7584,1
53,1974,-1
53,249,1
53,7627,-1
53,2636,1
53,4576,-1
53,252,1
53,4229,-1
53,2275,-1
53,3514,-1
53,7654,-1
53,7678,-1
53,4577,-1
53,2567,-1
53,1380,1
53,1386,-1
53,16862,-1
53,256,-1
53,3516,-1
53,2203,-1
53,2929,-1
53,8437,-1
53,4592,-1
53,8445,-1
53,4596,-1
53,4597,1
53,9954,-1
53,263,-1
53,2932,-1
53,2444,-1
53,15240,-1
53,14993,-1
53,266,1
53,268,1
53,3570,1
53,270,1
53,5404,1
53,16863,-1
53,271,-1
53,8527,-1
53,1410,-1
53,2205,-1
53,9369,-1
53,3658,1
53,13417,1
53,4383,1
53,4608,-1
53,274,-1
53,275,-1
53,1425,-1
53,2939,-1
53,9288,-1
53,16864,-1
53,16865,-1
53,16866,-1
53,14464,-1
53,2940,-1
53,16867,-1
53,4619,1
53,284,1
53,285,1
53,286,-1
53,1443,-1
53,288,1
53,1448,-1
53,3571,-1
53,1985,-1
53,2277,-1
53,4237,-1
53,2639,1
53,6485,-1
53,10707,-1
53,4634,-1
53,6564,-1
53,5712,-1
53,1456,-1
53,16868,-1
53,1079,1
53,3993,-1
53,296,1
53,1466,1
53,1080,1
53,16869,-1
53,297,-1
53,299,1
53,2371,-1
53,11723,-1
53,16870,-1
53,1990,-1
53,3521,-1
53,3872,1
53,8573,-1
53,16871,-1
53,8574,-1
53,1993,-1
53,2575,-1
53,8413,-1
53,306,1
53,16872,-1
53,16873,-1
53,8581,-1
53,1502,-1
53,310,1
53,16874,-1
53,312,-1
53,16875,-1
53,1511,-1
53,3994,-1
53,16876,-1
53,16877,-1
53,16878,-1
53,11724,-1
53,313,-1
53,1515,-1
53,16879,-1
53,314,-1
53,2581,-1
53,316,-1
53,16880,-1
53,317,1
53,16881,-1
53,319,1
53,16882,-1
53,16883,-1
53,10777,-1
53,5537,-1
53,3362,-1
53,320,1
53,3585,-1
53,321,1
53,4095,-1
53,322,1
53,16884,-1
53,1528,1
53,323,1
53,16885,-1
53,325,-1
53,326,1
53,3525,-1
53,2960,-1
53,4703,-1
53,16886,-1
53,329,1
53,330,1
53,1534,-1
53,333,-1
53,2961,-1
53,1536,-1
53,16887,-1
53,16888,-1
53,16889,-1
53,11518,-1
53,16890,-1
53,341,-1
53,10294,-1
53,6521,-1
53,4716,-1
53,1544,-1
53,3272,-1
53,9801,-1
53,1555,-1
53,3366,1
53,4721,-1
53,13823,-1
53,6222,-1
53,1561,-1
53,349,-1
53,16891,-1
53,4725,-1
53,2496,1
53,350,1
53,351,1
53,3878,-1
53,5950,-1
53,2771,-1
53,8631,-1
53,16892,-1
53,352,-1
53,2976,-1
53,2217,-1
53,3528,-1
53,2979,-1
53,360,1
53,1586,-1
53,4250,-1
53,361,1
53,3529,-1
53,1591,-1
53,11333,-1
53,14391,-1
53,3273,-1
53,16893,-1
53,2378,-1
53,3999,-1
53,16894,-1
53,1011,-1
53,16895,1
53,16896,-1
53,4759,-1
53,12896,-1
53,10525,-1
53,2379,-1
53,5951,-1
53,4762,-1
53,2380,-1
53,1614,-1
53,16897,-1
53,371,-1
53,3435,1
53,373,1
53,16898,-1
53,4774,1
53,2996,-1
53,3249,-1
53,1624,-1
53,377,-1
53,1634,-1
53,2284,-1
53,12687,-1
53,16899,-1
53,16900,-1
53,16901,-1
53,379,1
53,380,-1
53,4211,1
53,4806,-1
53,1649,-1
53,4808,-1
53,6424,-1
53,1653,-1
53,5543,-1
53,389,1
53,390,1
53,1655,1
53,2775,1
53,392,1
53,9968,-1
53,7913,-1
53,15031,-1
53,4107,-1
53,396,-1
53,397,-1
53,398,1
53,399,-1
53,4108,-1
53,401,1
53,402,1
53,403,1
53,1658,1
53,405,-1
53,407,1
53,409,-1
53,410,1
53,411,1
53,412,-1
53,9299,-1
53,2014,-1
53,2999,-1
53,4109,-1
53,414,1
53,4111,-1
53,415,-1
53,416,1
53,418,1
53,4809,-1
53,9213,1
53,3000,-1
53,10815,-1
53,420,1
53,421,1
53,3436,1
53,15032,-1
53,424,1
53,12909,-1
53,2649,-1
53,425,1
53,426,-1
53,428,1
53,429,-1
53,431,-1
53,4116,-1
53,434,1
53,435,1
53,2650,-1
53,1662,-1
53,5650,-1
53,10731,-1
53,2593,1
53,16902,-1
53,9939,-1
53,4819,-1
53,8701,-1
53,1672,-1
53,3002,-1
53,11452,-1
53,12914,-1
53,16903,-1
53,4834,-1
53,1688,-1
53,14834,-1
53,1093,-1
53,2021,-1
53,10319,-1
53,1699,-1
53,4849,1
53,16904,-1
53,16905,-1
53,4852,-1
53,10784,-1
53,14203,-1
53,6237,-1
53,6400,1
53,16906,-1
53,16180,-1
53,16907,-1
53,16908,-1
53,16909,-1
53,7915,-1
53,10817,-1
53,16390,-1
53,457,1
53,2223,-1
53,10938,-1
53,2655,-1
53,4864,1
53,5958,-1
53,3286,1
53,16910,-1
53,2291,-1
53,4869,-1
53,16911,-1
53,2602,-1
53,1744,-1
53,3892,1
53,4877,-1
53,16912,-1
53,8769,-1
53,4878,-1
53,3536,-1
53,16913,-1
53,2293,1
53,8772,-1
53,466,-1
53,3681,-1
53,16914,-1
53,2032,-1
53,471,1
53,2228,-1
53,3041,-1
53,16915,-1
53,16916,-1
53,8784,-1
53,16917,-1
53,16918,-1
53,16919,-1
53,16920,-1
53,16921,-1
53,16922,-1
53,16751,-1
53,16923,-1
53,16924,-1
53,16925,-1
53,3444,-1
53,483,-1
53,484,-1
53,485,1
53,16926,-1
53,9991,-1
53,486,-1
53,16927,-1
53,16928,-1
53,9739,-1
53,5557,1
53,490,-1
53,12937,-1
53,491,1
53,492,-1
53,493,1
53,494,1
53,495,-1
53,496,1
53,498,1
53,500,1
53,3900,-1
53,4122,-1
53,2662,-1
53,502,1
53,4018,-1
53,2663,1
53,2041,-1
53,11794,-1
53,15981,-1
53,16929,-1
53,16845,-1
53,16930,-1
53,16931,-1
53,16932,-1
53,16933,-1
53,13644,-1
53,505,1
53,16934,-1
53,3447,-1
53,5560,-1
53,506,-1
53,507,-1
53,16935,-1
53,510,-1
53,16936,-1
53,16937,-1
53,16938,-1
53,513,1
53,12729,-1
53,11055,-1
53,13647,-1
53,514,-1
53,16939,-1
53,3690,-1
53,16940,-1
53,3903,1
53,12947,-1
53,16941,-1
53,16942,-1
53,517,1
53,14207,-1
53,2666,-1
53,16943,-1
53,16944,-1
53,4917,-1
53,16945,-1
53,3832,-1
53,521,-1
53,522,1
53,524,1
53,525,1
53,16946,1
53,527,-1
53,528,1
53,529,1
53,530,-1
53,531,1
53,532,1
53,533,1
53,534,1
53,4130,-1
53,537,1
53,14812,-1
53,16947,1
53,16948,-1
53,16949,-1
53,16950,-1
53,16951,-1
53,10000,-1
53,4931,-1
53,16952,-1
53,10942,-1
53,16953,-1
53,16954,-1
53,16955,-1
53,3915,-1
53,16956,-1
53,16957,-1
53,16958,-1
53,2668,-1
53,16959,-1
53,10678,-1
53,16960,-1
53,16961,-1
53,550,1
53,16962,-1
53,16963,-1
53,11975,-1
53,16964,-1
53,16965,-1
53,16966,-1
53,16967,-1
53,9434,-1
53,4134,-1
53,16968,-1
53,12318,-1
53,10752,-1
53,16969,-1
53,4958,-1
53,558,-1
53,559,-1
53,16970,-1
53,16971,-1
53,16972,-1
53,16973,-1
53,16974,-1
53,16975,-1
53,16976,-1
53,16977,-1
53,16978,-1
53,16979,-1
53,16980,-1
53,16981,-1
53,16982,-1
53,16983,-1
53,9332,-1
53,16984,-1
53,16985,-1
53,2061,1
53,562,1
53,3173,-1
53,4982,-1
53,4138,-1
53,567,1
53,4994,-1
53,4995,-1
53,5686,-1
53,16986,-1
53,16987,-1
53,14373,-1
53,1863,1
53,4212,-1
53,2675,-1
53,572,-1
53,16988,-1
53,574,1
53,11103,-1
53,16989,-1
53,16990,-1
53,9691,-1
53,5015,-1
53,8919,-1
53,16991,-1
53,583,1
